date,open,high,low,close,adj_close,volume
2017-10-25,174.6900,175.4400,169.3000,170.2200,160.1859,18109400
2017-10-26,170.6200,171.4500,168.5800,170.3200,160.2801,13527400
2017-10-27,173.1900,177.0000,171.1100,176.1500,165.7664,19712600
2017-10-30,178.4300,181.9000,177.5900,181.5800,170.8763,20219700
2017-10-31,183.5700,185.1200,181.8110,184.8900,173.9912,21256700
2017-11-01,187.8800,188.8800,183.5800,186.0800,175.1110,28594700
2017-11-02,190.9900,191.2200,183.3100,184.8100,173.9159,41239900
2017-11-03,186.5100,186.9300,182.0600,183.2100,172.4102,19697300
2017-11-06,184.0700,188.2500,184.0000,187.8400,176.7673,19873100
2017-11-07,189.5800,189.8600,187.0000,188.5100,177.3978,17781000
2017-11-08,187.9800,188.1500,185.1000,185.9000,174.9416,13944600
2017-11-09,184.2100,185.1300,181.0500,185.1300,174.2170,19755600
2017-11-10,187.0300,187.1700,185.4000,186.4100,175.4216,15031000
2017-11-13,186.7700,187.8800,184.0000,184.5400,173.6618,17139100
2017-11-14,184.3000,184.3800,181.1500,181.7900,171.0739,14475300
2017-11-15,179.3700,181.8800,176.7360,181.4800,170.7822,16567000
2017-11-16,183.3100,186.2700,183.1200,185.4300,174.4993,18389500
2017-11-17,185.9200,186.5000,184.6700,185.1300,174.2170,13422700
2017-11-20,187.6000,190.0000,186.6110,188.0000,176.9179,25992300
2017-11-21,190.3500,191.5600,188.8000,190.9000,179.6469,19639500
2017-11-22,191.5400,191.7500,189.3700,189.8400,178.6494,14417600
2017-11-24,189.3900,191.7000,188.7000,191.1900,179.9198,9887300
2017-11-27,190.4900,191.4500,187.5500,188.0300,176.9461,14952800
2017-11-28,188.8300,189.1000,186.5000,186.6900,175.6851,13378100
2017-11-29,185.2500,185.4100,173.6200,179.9100,169.3047,40204100
2017-11-30,179.5300,179.8000,176.3200,177.0800,166.6416,25851100
2017-12-01,175.2700,179.8000,173.8000,174.6100,164.3172,26782300
2017-12-04,177.2000,177.5800,168.2600,169.5800,159.5837,35895100
2017-12-05,165.2800,172.9600,164.2500,168.9600,159.0002,31609900
2017-12-06,172.6300,173.2300,167.8650,172.6300,162.4539,23897800
2017-12-07,175.2900,175.8200,172.2600,174.4700,164.1854,15697900
2017-12-08,177.5700,178.9600,176.3700,177.6200,167.1497,23543400
2017-12-11,179.9000,180.6800,178.1500,179.2900,168.7213,15626200
2017-12-12,174.6400,178.1600,173.7700,174.6400,164.3454,22656500
2017-12-13,175.1900,177.7000,174.3000,176.4700,166.0675,18653400
2017-12-14,173.1100,173.3900,169.6100,171.7500,161.6258,32830000
2017-12-15,172.8900,173.5500,170.0000,173.5500,163.3197,41356700
2017-12-18,174.6000,174.7000,172.3700,173.3700,163.1503,17023300
2017-12-19,171.9700,173.0000,170.5100,171.2800,161.1835,23936200
2017-12-20,171.7900,172.9000,170.8000,172.6400,162.4633,17121400
2017-12-21,172.8000,176.2500,172.6510,175.3200,164.9853,14812400
2017-12-22,175.8400,176.6600,175.0400,176.2900,165.8981,12524700
2017-12-26,174.5500,175.1500,171.7300,172.3300,162.1716,12913800
2017-12-27,172.2900,173.8700,171.7300,172.9700,162.7738,10152300
2017-12-28,173.0400,173.5300,171.6700,172.3000,162.1433,9508100
2017-12-29,172.2800,173.6700,171.2000,172.4300,162.2657,9704600
2018-01-02,176.3990,184.1000,175.7000,183.6500,172.8243,29916900
2018-01-03,185.1900,185.6350,181.4000,184.0000,173.1536,20121900
2018-01-04,185.9000,187.7470,184.4300,185.7100,174.7629,19473800
2018-01-05,187.1700,190.7500,186.3010,190.7000,179.4587,18168300
2018-01-08,190.4600,191.6600,189.0700,190.3300,179.1105,16230100
2018-01-09,191.1300,192.4900,188.0000,190.8000,179.5528,19495100
2018-01-10,188.1000,190.3900,186.5800,189.7900,178.6023,17943800
2018-01-11,189.7300,190.4300,188.1000,188.7500,177.6236,12400400
2018-01-12,189.9100,190.2000,187.2500,187.7900,176.7202,11789600
2018-01-16,190.4000,191.7400,181.7500,182.4000,171.6480,27428500
2018-01-17,183.3000,184.8000,179.3200,183.8300,172.9937,21346500
2018-01-18,184.2800,185.8450,182.6900,184.4000,173.5301,14190700
2018-01-19,185.1500,185.2390,182.8000,184.0500,173.2007,15349300
2018-01-22,184.9750,185.0400,181.6800,184.0200,173.1725,16016300
2018-01-23,185.2800,192.4000,183.5400,192.2800,180.9456,31305900
2018-01-24,194.7100,198.8600,192.4000,195.5300,184.0040,34497300
2018-01-25,196.3400,199.5900,194.1000,198.3300,186.6389,23421600
2018-01-26,200.3300,205.2300,199.2100,205.2200,193.1228,23768600
2018-01-29,204.8300,205.6900,201.8200,203.0100,191.0430,21908600
2018-01-30,198.6800,202.5400,196.4900,199.6600,187.8905,23377500
2018-01-31,202.8200,206.2000,202.8000,204.2900,192.2476,26982500
2018-02-01,192.7500,199.4900,191.1400,192.2200,180.8891,52628900
2018-02-02,194.7900,195.6800,186.8000,187.3100,176.2685,32233900
2018-02-05,183.7000,190.4700,179.9000,180.5300,169.8882,31084000
2018-02-06,174.7200,185.5900,174.1700,185.1700,174.2547,35804500
2018-02-07,183.5000,186.8300,180.3000,180.3000,169.6718,19672100
2018-02-08,182.2700,183.1000,171.3900,173.7000,163.4608,32051300
2018-02-09,175.1200,177.6160,168.8800,176.6700,166.2557,28049500
2018-02-12,180.4400,180.7900,175.0860,177.4400,166.9803,18280300
2018-02-13,177.4200,182.1500,177.0000,179.2500,168.6836,15507000
2018-02-14,179.2200,186.9300,178.9000,186.7600,175.7509,21047400
2018-02-15,189.2500,189.5600,184.4310,187.4500,176.4003,14361100
2018-02-16,186.7500,188.2700,183.5400,183.6800,172.8525,16008400
2018-02-20,183.6700,188.8300,183.0000,187.1900,176.1556,14854900
2018-02-21,189.3700,193.1700,188.4600,188.8200,177.6895,22071600
2018-02-22,190.2000,190.7400,187.7700,188.7500,177.6236,12282800
2018-02-23,190.1800,193.4050,189.9500,193.2900,181.8960,16937300
2018-02-26,194.4600,195.1500,190.6500,194.1900,182.7430,19463100
2018-02-27,192.5900,193.5670,187.2100,188.2600,177.1625,23218500
2018-02-28,187.2500,188.2400,185.0000,186.1400,175.1675,19367600
2018-03-01,186.1800,187.4800,180.0500,181.9900,171.2621,17286300
2018-03-02,178.0100,180.2300,175.4500,179.7600,169.1636,18909100
2018-03-05,179.4100,181.9500,177.0700,181.6000,170.8951,15656700
2018-03-06,185.1900,188.0100,184.8200,187.3700,176.3250,17856100
2018-03-07,184.3700,189.0700,184.3200,189.0500,177.9060,13728900
2018-03-08,189.0500,190.2300,186.5700,187.1800,176.1462,14331400
2018-03-09,189.6400,190.7000,188.0100,190.5500,179.3175,14208400
2018-03-12,192.3000,194.4000,190.9000,192.7400,181.3784,17826200
2018-03-13,193.8800,194.2500,187.3900,188.4100,177.3037,14826700
2018-03-14,190.2900,193.6300,190.2200,192.5600,181.2091,20032300
2018-03-15,198.4400,201.5000,196.5200,199.0600,187.3259,33504600
2018-03-16,198.4000,200.3800,197.2600,200.2800,188.4740,26948700
2018-03-19,198.0000,198.4300,192.8010,194.5300,183.0629,19681400
2018-03-20,194.9500,199.2100,194.5400,198.9500,187.2224,11952000
2018-03-21,198.8000,198.8800,194.5700,195.3000,183.7876,12047300
2018-03-22,190.7500,192.3900,184.6000,184.6500,173.7653,25355700
2018-03-23,186.8500,187.1400,180.4010,181.2000,170.5187,18714400
2018-03-26,187.8900,190.6200,184.3200,190.5000,179.2705,16758700
2018-03-27,192.2400,192.2500,180.6600,181.8900,171.1680,16627900
2018-03-28,180.7300,183.4400,177.5700,178.9100,168.3637,20081100
2018-03-29,180.8800,185.1300,178.6200,183.5400,172.7208,16378900
2018-04-02,182.8100,183.5100,175.7500,177.6100,167.1403,16028700
2018-04-03,179.2600,179.5800,173.0000,174.6700,164.3736,19975100
2018-04-04,166.8800,172.4100,166.1300,172.0700,161.9269,24573600
2018-04-05,175.4800,176.5600,171.1700,172.5700,162.3974,18250900
2018-04-06,169.8400,172.2700,166.4000,167.5200,157.6451,18210000
2018-04-09,169.7500,172.7200,168.6100,169.8700,159.8566,14717300
2018-04-10,175.1000,177.8800,173.8500,177.1000,166.6604,20436200
2018-04-11,176.4800,178.1600,174.7400,175.3600,165.0230,10170500
2018-04-12,175.9300,177.9000,174.5600,175.9200,165.5499,11133900
2018-04-13,176.7200,176.8000,171.0700,172.0400,161.8987,13526200
2018-04-16,172.0100,174.7900,171.0100,174.7000,164.4019,9876200
2018-04-17,174.8300,179.3400,174.8300,178.7000,168.1661,16285800
2018-04-18,178.9000,182.8800,177.6400,182.6800,171.9115,16972700
2018-04-19,183.2600,183.6300,179.5200,181.3900,170.6975,11989000
2018-04-20,179.3600,181.3900,177.5300,179.1100,168.5519,14473100
2018-04-23,178.6300,179.3200,174.7100,175.5700,165.2206,12033900
2018-04-24,177.6300,178.0000,170.6800,173.0900,162.8868,14567500
2018-04-25,170.5200,171.3000,166.6400,170.2200,160.1859,17132900
2018-04-26,173.2500,174.3600,172.0500,173.9000,163.6490,13398000
2018-04-27,177.1100,178.2000,174.0100,177.1600,166.7169,15062500
2018-04-30,178.0900,180.0400,177.0500,178.5400,168.0155,14654000
2018-05-01,177.5800,180.3200,177.4400,179.5000,168.9189,10787700
2018-05-02,180.8000,184.2640,180.1100,181.4500,170.7540,20681800
2018-05-03,183.5000,183.5900,175.7700,182.4500,171.6950,26257600
2018-05-04,180.4000,190.6000,178.6200,188.8900,177.7554,57788300
2018-05-07,190.4100,196.6000,190.3000,195.3500,183.8346,29862200
2018-05-08,194.2000,197.3400,193.0100,196.3100,184.7380,21856300
2018-05-09,195.8400,197.3800,194.5000,195.4300,183.9099,13780600
2018-05-10,196.3000,199.7700,195.1600,195.9600,184.4086,21295000
2018-05-11,196.4000,196.4600,193.3800,194.3600,182.9029,12741100
2018-05-14,195.9000,200.0000,195.8700,198.6400,186.9306,17627100
2018-05-15,195.2300,196.7800,193.8600,196.6100,185.0203,12694900
2018-05-16,196.7500,199.7500,196.3000,198.1100,186.4319,12887500
2018-05-17,196.0000,198.4300,195.5700,196.0200,184.4651,13470500
2018-05-18,196.4300,197.7800,194.7200,195.0000,183.5052,14242300
2018-05-21,197.8000,199.7900,196.4000,197.6400,185.9896,13830500
2018-05-22,198.3000,198.6270,195.7000,195.8700,184.3239,9700100
2018-05-23,193.8800,196.9000,192.8010,196.8000,185.1991,12807400
2018-05-24,198.1200,199.7200,195.6970,197.3700,185.7355,18527700
2018-05-25,197.5700,201.5000,197.2100,199.2000,187.4576,21270000
2018-05-29,197.9400,202.2800,197.0000,198.0000,186.3284,18768700
2018-05-30,199.7000,200.5400,197.5000,197.9800,186.3095,13930600
2018-05-31,198.0000,199.4800,196.8500,198.0100,186.3378,17982500
2018-06-01,199.5000,204.9900,199.4500,204.3400,192.2947,23131900
2018-06-04,205.1200,209.7500,204.7300,208.9500,196.6329,19357000
2018-06-05,209.9500,211.7000,207.1300,208.3700,196.0871,17787700
2018-06-06,209.8600,210.4600,207.2890,208.3000,196.0212,13800500
2018-06-07,207.4600,209.0000,200.8800,203.6200,191.6171,26747800
2018-06-08,201.1100,206.2300,200.4300,205.0700,192.9816,17525200
2018-06-11,206.5000,207.6000,205.0100,205.7000,193.5745,12061400
2018-06-12,206.9500,209.8000,206.9000,209.0800,196.7552,15910900
2018-06-13,209.4400,209.6500,206.6000,206.6200,194.4402,13844200
2018-06-14,207.7200,211.1200,207.5100,210.8600,198.4303,18838300
2018-06-15,207.4900,210.0800,206.0100,208.0000,195.7389,28665600
2018-06-18,205.1600,208.6000,203.8800,208.5700,196.2753,14645200
2018-06-19,203.5300,204.5100,199.5000,204.4300,192.3793,24484200
2018-06-20,205.0500,207.2300,205.0200,206.2300,194.0732,15559600
2018-06-21,205.8400,206.0000,201.0400,202.2100,190.2902,13963800
2018-06-22,203.3800,203.8000,200.2500,202.0100,190.1020,9585000
2018-06-25,197.8500,198.1000,187.8600,191.2500,179.9763,32750900
2018-06-26,193.3400,193.6600,188.4200,191.4200,180.1363,20740400
2018-06-27,193.4600,193.6000,184.8900,185.0200,174.1135,23887000
2018-06-28,183.2000,188.9600,182.0400,188.3800,177.2755,19553800
2018-06-29,185.3600,188.9700,184.2600,185.5300,174.5935,26023400
2018-07-02,181.6600,186.3600,181.0600,186.3600,175.3745,17325900
2018-07-03,187.8800,188.5000,184.3600,184.7500,173.8595,11673700
2018-07-05,187.1700,187.4400,182.9000,186.8800,175.8639,18412100
2018-07-06,186.0100,192.4900,185.5400,192.2700,180.9362,17035600
2018-07-09,194.4500,194.6900,190.8700,192.7500,181.3878,15466400
2018-07-10,192.8900,195.1300,191.4800,192.5500,181.1996,12611400
2018-07-11,188.6000,190.0500,187.4200,187.4200,176.3720,15947000
2018-07-12,190.7700,192.5800,189.7900,190.1700,178.9599,17440400
2018-07-13,191.6100,192.1200,189.3000,190.0400,178.8376,12550500
2018-07-16,189.5700,191.3700,189.1500,190.3500,179.1293,12205600
2018-07-17,188.6500,192.9500,187.9000,192.6600,181.3032,13270700
2018-07-18,192.4500,193.2300,189.9100,190.7900,179.5434,10796600
2018-07-19,188.6800,189.6800,186.8700,187.3400,176.2968,13373100
2018-07-20,189.4900,189.5000,186.6100,187.2500,176.2121,12807500
2018-07-23,187.1800,187.8100,184.8000,187.0400,176.0144,10996200
2018-07-24,190.1900,193.0700,188.3500,189.0000,177.8589,18414800
2018-07-25,190.6100,198.3500,190.1400,197.9800,186.3095,20735400
2018-07-26,193.2100,196.1200,192.6200,194.1800,182.7336,13885500
2018-07-27,196.1000,196.2700,186.9300,189.4200,178.2542,19907100
2018-07-30,190.2200,190.5900,182.0600,184.8200,173.9253,19906300
2018-07-31,186.4000,188.9480,183.9900,187.2300,176.1932,17016600
2018-08-01,186.0000,189.0600,183.9600,185.2700,174.3488,14370700
2018-08-02,181.5400,182.9000,179.7800,182.6000,171.8362,20976500
2018-08-03,184.1500,184.5000,180.0800,180.8400,170.1799,18185100
2018-08-06,180.7000,180.8600,177.4900,178.6200,168.0908,35419000
2018-08-07,180.2900,183.0000,179.7400,179.9200,169.3141,20620300
2018-08-08,180.0000,180.1800,176.5500,177.5200,167.0556,21152400
2018-08-09,179.3100,180.6300,176.7600,177.1900,166.7451,35220900
2018-08-10,175.5700,180.4500,174.7500,180.0100,169.3988,22049200
2018-08-13,179.6500,180.6500,177.0000,177.6800,167.2062,14674000
2018-08-14,175.1400,176.2000,170.7700,172.5300,162.3598,38508600
2018-08-15,167.1100,169.8500,165.3900,169.8300,159.8189,41278600
2018-08-16,172.3300,175.7000,171.5700,171.9900,161.8516,34263300
2018-08-17,172.5200,174.2000,168.3800,172.7800,162.5950,24695400
2018-08-20,175.2200,178.8600,174.3600,176.2900,165.8981,25900700
2018-08-21,177.6300,179.6700,176.9700,177.9200,167.4321,20337400
2018-08-22,178.1500,179.7400,175.5000,177.8500,167.3662,27138500
2018-08-23,184.9700,186.5000,171.9100,172.2300,162.0775,78843400
2018-08-24,175.0000,176.3700,172.4500,174.2300,163.9595,30442800
2018-08-27,177.1000,180.8800,176.2200,180.6500,170.0011,23533800
2018-08-28,182.1500,182.3800,177.5000,178.1900,167.6861,15319000
2018-08-29,179.3500,179.6600,176.8300,178.5000,167.9779,11892600
2018-08-30,177.3300,178.1000,174.1220,174.6000,164.3078,17086200
2018-08-31,173.1100,176.6810,172.7600,175.0100,164.6936,13730800
2018-09-04,173.5000,173.9500,169.0000,170.4400,160.3930,23450500
2018-09-05,167.4800,168.2800,162.0300,164.2300,154.5490,35694700
2018-09-06,164.1600,166.4800,158.6700,159.8700,150.4460,33052000
2018-09-07,159.9500,164.6100,159.5100,162.3700,152.7987,19452400
2018-09-10,158.5900,160.7200,155.0000,156.3600,147.1430,39092700
2018-09-11,153.1800,158.4500,152.8500,157.4600,148.1781,25884100
2018-09-12,158.2000,162.8200,156.1810,161.4600,151.9423,32490500
2018-09-13,165.4100,167.2200,164.0100,165.5300,155.7724,25696500
2018-09-14,167.8800,168.0000,163.3810,164.7400,155.0290,23417700
2018-09-17,161.5000,161.6500,158.2890,158.8900,149.5238,20423200
2018-09-18,156.8800,159.4000,155.5200,156.6500,147.4158,27240600
2018-09-19,158.8200,163.1300,158.8200,162.6300,153.0434,23028300
2018-09-20,166.8900,167.7000,164.7160,165.8800,156.1018,22818100
2018-09-21,169.4600,169.8400,164.5000,164.6300,154.9255,22081900
2018-09-24,162.8100,163.3990,160.1000,163.1600,153.5421,13123400
2018-09-25,164.0500,165.4400,162.8300,164.2500,154.5679,9588700
2018-09-26,165.5200,167.3900,164.8700,165.4000,155.6501,13592500
2018-09-27,166.3900,167.0500,164.9200,166.3200,156.5158,12689200
2018-09-28,164.9000,165.6600,163.3000,164.7600,155.0478,10486500
2018-10-01,165.9200,165.9500,161.5600,162.0000,152.4505,10615200
2018-10-02,159.7900,161.0280,158.2700,160.2300,150.7848,14730500
2018-10-03,163.1500,164.5400,161.9300,162.3700,152.7987,13118800
2018-10-04,160.0600,160.0800,153.8700,156.1300,146.9265,32176100
2018-10-05,156.1400,157.1200,152.2500,154.6300,145.5150,20271000
2018-10-08,150.2000,152.6360,148.3400,151.1400,142.2307,25060400
2018-10-09,147.9700,150.5900,146.4700,146.9400,138.2782,31070200
2018-10-10,142.5000,144.0000,137.9200,138.2900,130.1381,55828800
2018-10-11,135.5300,142.9100,135.1400,141.9000,133.5353,43210300
2018-10-12,148.6200,149.0000,144.5200,147.2900,138.6076,30764400
2018-10-15,144.7700,145.6900,142.3000,144.1600,135.6621,18567100
2018-10-16,145.7100,149.7600,145.2600,149.6000,140.7815,18365900
2018-10-17,150.6800,150.6800,146.3700,148.1400,139.4075,16872400
2018-10-18,145.8500,146.2800,140.8000,142.0200,133.6483,20618900
2018-10-19,145.3400,146.7700,142.6100,142.9300,134.5046,14855100
2018-10-22,148.9900,150.2000,146.1000,148.8000,140.0286,22589300
2018-10-23,143.2200,147.5100,142.6200,146.6500,138.0053,19950500
2018-10-24,145.1800,146.6900,139.3400,139.6100,131.3803,18512300
2018-10-25,142.5000,144.9100,141.0100,144.6000,136.0762,13655100
2018-10-26,139.0000,145.8290,138.5500,142.8700,134.4482,19476900
2018-10-29,142.4200,144.0000,131.3600,133.3800,125.5176,35121700
2018-10-30,132.2800,136.4000,130.0600,136.3300,128.2937,25230000
2018-10-31,141.3500,142.6500,139.1400,142.2800,133.8929,23654600
2018-11-01,144.9800,152.3180,138.6200,151.2500,142.3342,47039300
2018-11-02,152.5600,154.3600,146.2800,147.5900,138.8899,45985800
2018-11-05,146.2200,149.3700,144.2300,144.6400,136.1138,16197300
2018-11-06,145.8700,149.9600,145.3250,147.4400,138.7488,17849800
2018-11-07,150.7700,152.8000,148.9400,152.5000,143.5105,17884400
2018-11-08,150.9900,151.8800,146.6900,148.9900,140.2074,17067100
2018-11-09,145.5700,145.7200,142.4800,144.8500,136.3115,16220000
2018-11-12,145.0100,146.4060,139.9700,142.8200,134.4011,16516500
2018-11-13,144.8300,149.9400,143.9100,146.9800,138.3159,19575100
2018-11-14,150.2100,152.1500,148.4400,150.4400,141.5719,21786000
2018-11-15,152.9000,157.4000,150.8900,156.2200,147.0112,30083500
2018-11-16,155.0400,155.8000,152.1420,154.1000,145.0162,20039400
2018-11-19,152.0200,153.2100,148.7700,149.5300,140.7156,18087800
2018-11-20,144.4800,148.0700,142.8200,145.9800,137.3748,19473200
2018-11-21,149.0600,151.4800,148.6500,149.4100,140.6026,14718600
2018-11-23,147.3000,151.1700,147.0000,150.3300,141.4684,7437500
2018-11-26,153.2100,156.5300,152.3700,156.0100,146.8136,16152700
2018-11-27,154.6400,157.9400,153.5800,156.4600,147.2371,17911800
2018-11-28,159.0100,159.8000,155.2600,159.3400,149.9473,20767100
2018-11-29,158.0800,159.0000,153.5400,156.2800,147.0677,20532200
2018-11-30,157.9000,160.8600,156.7200,160.8600,151.3777,35071200
2018-12-03,168.6400,168.8000,163.5100,163.7400,154.0879,31174000
2018-12-04,164.8800,164.9800,156.4600,158.3400,149.0062,22198600
2018-12-06,153.0000,155.8700,150.5100,155.8300,146.6442,25335500
2018-12-07,155.4000,158.0500,151.7300,153.0600,144.0375,17447900
2018-12-10,150.3900,152.8100,147.4800,151.4300,142.5036,15525500
2018-12-11,155.2600,156.2400,150.9000,151.8300,142.8800,13651900
2018-12-12,155.2400,156.1700,151.4300,151.5000,142.5694,16619200
2018-12-13,153.0500,153.4600,150.5200,151.4800,142.5506,12255800
2018-12-14,147.7100,150.7000,145.7200,149.0000,140.2168,15560700
2018-12-17,146.5000,147.9400,142.2400,143.9800,135.4927,15788100
2018-12-18,144.2800,144.7500,140.1100,140.8200,132.5190,17846600
2018-12-19,141.0400,141.3250,135.7300,137.1400,129.0559,27657800
2018-12-20,135.8300,137.7550,132.9100,135.1100,127.1456,24103800
2018-12-21,137.0800,137.1900,130.2300,132.0000,124.2189,28790600
2018-12-24,130.0000,134.5700,129.7700,131.8900,124.1154,11240700
2018-12-26,132.8700,138.0200,130.1800,138.0000,129.8652,14862400
2018-12-27,135.0500,138.4500,133.8900,138.4500,130.2887,11457400
2018-12-28,139.2000,140.9800,136.7900,139.0900,130.8910,11955300
2018-12-31,141.8300,142.0200,136.0400,137.0700,128.9901,11186400
2019-01-02,134.1300,137.7490,133.0300,136.7000,128.6419,16708400
2019-01-03,134.2700,134.8700,129.8300,130.6000,122.9014,19531300
2019-01-04,134.2600,141.0800,133.6600,139.7500,131.5121,22845400
2019-01-07,140.5500,144.0800,139.0100,143.1000,134.6646,17239000
2019-01-08,145.0000,147.5500,142.0600,146.7900,138.1371,16487600
2019-01-09,149.8900,153.3500,148.5000,151.9200,142.9647,20214100
2019-01-10,149.8100,152.0300,148.8800,151.6900,142.7482,14221100
2019-01-11,151.8300,153.3800,150.1400,151.3200,142.4001,9589400
2019-01-14,148.5000,150.5700,146.5400,149.2700,140.4709,13356700
2019-01-15,150.6800,154.1700,149.9640,150.8800,141.9860,15003100
2019-01-16,152.8100,155.3900,151.5000,154.8400,145.7126,14810800
2019-01-17,152.1100,158.5500,151.9000,155.9700,146.7760,16153200
2019-01-18,158.4500,159.4900,154.7300,157.0200,147.7641,19611400
2019-01-22,154.4000,155.4400,150.2070,152.1500,143.1811,21295000
2019-01-23,154.6500,155.1800,150.9500,152.0300,143.0682,10195800
2019-01-24,151.4700,156.0000,151.2100,155.8600,146.6724,10997900
2019-01-25,158.9100,160.5000,157.4300,159.2100,149.8250,16451800
2019-01-28,157.8000,159.6900,155.3000,158.9200,149.5521,10141100
2019-01-29,159.0400,160.3750,155.9200,156.8800,147.6323,18348200
2019-01-30,161.2900,167.8400,160.5000,166.8200,156.9864,36997700
2019-01-31,167.8000,169.7300,165.7000,168.4900,158.5579,21219500
2019-02-01,168.0000,169.4000,167.6300,167.9700,158.0686,10771500
2019-02-04,166.3200,167.5500,165.6100,166.7000,156.8734,7380400
2019-02-05,168.5500,171.9500,168.0000,171.8300,161.7010,12801800
2019-02-06,171.8600,173.0900,169.9900,171.5200,161.4093,11267800
2019-02-07,169.1600,169.6100,164.3360,166.9600,157.1181,11911100
2019-02-08,163.8300,167.6500,163.7500,167.3600,157.4945,8331500
2019-02-11,168.8500,170.3300,167.4500,167.4500,157.5792,7260300
2019-02-12,169.6000,170.4900,168.6100,168.7100,158.7650,8594400
2019-02-13,169.9100,171.0500,168.9900,169.4000,159.4143,8661800
2019-02-14,167.6400,168.5000,166.6100,168.3800,158.4544,8722100
2019-02-15,168.6100,168.7700,165.4100,166.1500,156.3559,12099500
2019-02-19,166.9800,171.1500,166.5000,170.1800,160.1483,12982300
2019-02-20,171.0000,172.6800,170.6100,170.7100,160.6471,12454900
2019-02-21,171.0000,171.7800,169.8000,171.6600,161.5411,8434800
2019-02-22,172.8000,177.0200,172.5200,176.9200,166.4910,16175600
2019-02-25,181.2600,183.7200,180.7300,183.2500,172.4479,22831800
2019-02-26,179.7900,184.3500,179.3700,183.5400,172.7208,13871000
2019-02-27,181.7200,184.9300,180.8800,184.5800,173.6995,16741600
2019-02-28,183.0100,184.3000,181.4700,183.0300,172.2408,12370400
2019-03-01,185.0900,186.9000,183.3800,183.8800,173.0407,14348500
2019-03-04,186.0000,187.3400,184.4600,187.2500,176.2121,14761700
2019-03-05,186.9400,188.0800,185.0000,185.0000,174.0947,11513200
2019-03-06,184.3800,185.5900,183.0200,184.1700,173.3136,10009100
2019-03-07,180.9100,181.8000,176.7300,177.3200,166.8674,16488900
2019-03-08,171.5650,175.3500,171.5650,175.0300,164.7124,14674200
2019-03-11,177.8300,181.7200,177.5800,180.4100,169.7753,13764000
2019-03-12,182.0400,182.1800,179.5100,180.6300,169.9823,8660000
2019-03-13,180.7300,182.5350,179.2600,180.7000,170.0482,8868200
2019-03-14,179.0600,180.8200,178.0100,180.3600,169.7282,9272000
2019-03-15,180.6600,181.4500,179.6600,180.9700,170.3023,10844100
2019-03-18,181.9300,182.8900,180.7600,181.8300,171.1115,7847800
2019-03-19,181.6300,183.3600,180.8500,182.1400,171.4033,10238600
2019-03-20,180.9400,181.9500,178.4300,181.2800,170.5940,15901500
2019-03-21,178.9500,181.7300,178.5200,181.5000,170.8010,9754500
2019-03-22,179.7700,180.4800,175.3360,176.2600,165.8699,11688400
2019-03-25,174.3300,178.9000,174.1000,178.7700,168.2319,7511400
2019-03-26,179.7000,180.6500,177.0950,178.0800,167.5826,7897900
2019-03-27,177.7000,179.8300,176.9130,177.0300,166.5945,8371000
2019-03-28,177.4700,178.5300,175.9700,177.7300,167.2533,7146800
2019-03-29,180.7300,182.6000,179.0000,182.4500,171.6950,13850900
2019-04-01,185.0900,185.5600,180.8900,180.8900,170.2270,12714800
2019-04-02,181.4600,183.5630,180.9500,181.7400,171.0269,8021500
2019-04-03,179.5100,180.7000,176.7600,178.3200,167.8085,26811600
2019-04-04,177.0400,181.9600,176.8900,181.0700,170.3964,16993200
2019-04-05,182.5100,185.5000,182.0000,185.3500,174.4241,18705000
2019-04-08,184.1900,187.8200,184.0100,186.5000,175.5063,14725600
2019-04-09,186.4900,187.8900,186.1600,187.1900,176.1556,11578200
2019-04-10,186.6900,187.4000,184.0000,186.1900,175.2146,10655000
2019-04-11,185.1500,186.0600,183.7500,184.9800,174.0759,8900300
2019-04-12,187.7100,189.7900,187.1400,188.9100,177.7742,12600000
2019-04-15,188.0600,188.1700,182.5600,183.0700,172.2785,14616600
2019-04-16,185.5500,185.7900,183.4000,185.7800,174.8287,12195900
2019-04-17,187.3400,188.2000,185.7800,187.5500,176.4944,11614200
2019-04-18,186.4100,187.2800,185.3900,186.9400,175.9203,7882500
2019-04-22,184.5000,186.4700,183.6100,185.3800,174.4523,8677800
2019-04-23,186.0000,188.1500,185.4400,187.2900,176.2497,11410600
2019-04-24,186.7600,186.9000,184.5800,185.6700,174.7252,9085300
2019-04-25,185.2400,188.1300,183.9550,187.8800,176.8049,10328900
2019-04-26,187.8800,188.7400,185.5100,187.0900,176.0615,9421100
2019-04-29,187.4200,188.0000,185.7600,186.9400,175.9203,8660600
2019-04-30,186.3000,188.2500,183.8200,185.5700,174.6311,15076500
2019-05-01,186.7500,193.1950,185.8800,189.3100,178.1506,17397500
2019-05-02,189.4200,192.7000,186.6500,190.3900,179.1670,11468100
2019-05-03,191.8800,195.7200,191.8800,195.2100,183.7029,14521100
2019-05-06,185.1700,189.0000,184.8300,188.2400,177.1437,23941200
2019-05-07,186.0500,186.4500,179.6300,181.4300,170.7351,22663200
2019-05-08,180.9500,183.2000,178.5800,179.5900,169.0036,16611100
2019-05-09,175.4300,180.6950,173.0700,179.0400,168.4860,22727800
2019-05-10,180.1800,180.7900,174.1000,178.0000,167.5073,18987000
2019-05-13,169.7900,172.4700,168.7800,170.0100,159.9883,22330700
