date,open,high,low,close,adj_close,volume
2014-08-19,16839.0605,16929.1309,16839.0605,16919.5898,16919.5898,67220000
2014-08-20,16910.0293,16994.8906,16896.5508,16979.1309,16979.1309,61960000
2014-08-21,16983.8809,17074.5898,16983.8809,17039.4902,17039.4902,65160000
2014-08-22,17038.2695,17064.2793,16984.5195,17001.2207,17001.2207,64330000
2014-08-25,17011.8105,17124.7402,17011.8105,17076.8691,17076.8691,57400000
2014-08-26,17079.5703,17153.8008,17079.5703,17106.6992,17106.6992,50710000
2014-08-27,17111.0293,17134.5996,17090.6094,17122.0098,17122.0098,61690000
2014-08-28,17119.0605,17119.0605,17018.3301,17079.5703,17079.5703,51860000
2014-08-29,17083.4199,17110.4199,17035.3809,17098.4492,17098.4492,81500000
2014-09-02,17097.4199,17113.5098,17009.0703,17067.5605,17067.5605,64820000
2014-09-03,17067.2402,17151.8906,17060.2109,17078.2793,17078.2793,62770000
2014-09-04,17083.6094,17161.5508,17030.1191,17069.5801,17069.5801,68120000
2014-09-05,17065.8906,17137.3594,17009.6191,17137.3594,17137.3594,76630000
2014-09-08,17131.7109,17137.8809,17079.1699,17111.4199,17111.4199,65640000
2014-09-09,17110.3906,17111.5508,16993.2891,17013.8691,17013.8691,69030000
2014-09-10,17016.0508,17080.2695,16974.5703,17068.7109,17068.7109,76780000
2014-09-11,17057.4102,17057.4102,16983.8809,17049.0000,17049.0000,63650000
2014-09-12,17044.0508,17044.0508,16937.6699,16987.5098,16987.5098,82820000
2014-09-15,16988.7598,17051.8496,16951.3809,17031.1406,17031.1406,71740000
2014-09-16,17027.1602,17167.0508,16985.5508,17131.9707,17131.9707,73200000
2014-09-17,17131.0098,17221.1094,17089.0098,17156.8496,17156.8496,87810000
2014-09-18,17163.7305,17275.3691,17163.7305,17265.9902,17265.9902,85300000
2014-09-19,17267.2109,17350.6406,17257.4609,17279.7402,17279.7402,349620000
2014-09-22,17271.7109,17277.8809,17159.3594,17172.6797,17172.6797,74300000
2014-09-23,17165.9102,17171.8809,17055.8691,17055.8691,17055.8691,77090000
2014-09-24,17056.6406,17226.5996,17033.9297,17210.0605,17210.0605,80530000
2014-09-25,17204.8594,17204.8594,16945.8008,16945.8008,16945.8008,93520000
2014-09-26,16948.6191,17148.1504,16948.1094,17113.1504,17113.1504,74670000
2014-09-29,17107.6895,17107.6895,16934.4297,17071.2207,17071.2207,70220000
2014-09-30,17070.4492,17145.0996,17017.1094,17042.9004,17042.9004,102290000
2014-10-01,17040.4609,17041.1602,16776.1309,16804.7109,16804.7109,104240000
2014-10-02,16808.2695,16857.2500,16674.0391,16801.0508,16801.0508,75490000
2014-10-03,16802.1992,17027.8398,16802.1992,17009.6895,17009.6895,87940000
2014-10-06,17010.3398,17099.3906,16930.3809,16991.9102,16991.9102,655450000
2014-10-07,16988.2500,16988.2500,16715.7891,16719.3906,16719.3906,79420000
2014-10-08,16718.6504,17006.9102,16663.2598,16994.2207,16994.2207,106930000
2014-10-09,16989.3691,16989.3691,16649.0391,16659.2500,16659.2500,93210000
2014-10-10,16654.8809,16757.5996,16543.9102,16544.0996,16544.0996,136370000
2014-10-13,16535.4297,16602.4102,16310.4697,16321.0703,16321.0703,107830000
2014-10-14,16321.9004,16463.6699,16273.6396,16315.1904,16315.1904,110410000
2014-10-15,16313.2998,16313.2998,15855.1201,16141.7402,16141.7402,160380000
2014-10-16,16137.1396,16211.1201,15935.2197,16117.2402,16117.2402,131670000
2014-10-17,16118.3896,16427.3809,16118.3896,16380.4102,16380.4102,137910000
2014-10-20,16373.1504,16401.6309,16260.5400,16399.6699,16399.6699,94320000
2014-10-21,16406.0293,16620.7793,16405.7695,16614.8105,16614.8105,105110000
2014-10-22,16615.2598,16653.8906,16459.8496,16461.3203,16461.3203,92050000
2014-10-23,16468.0703,16767.5195,16468.0703,16677.9004,16677.9004,99420000
2014-10-24,16677.0391,16811.7109,16649.7207,16805.4102,16805.4102,90400000
2014-10-27,16796.0996,16836.9805,16729.8301,16817.9395,16817.9395,72580000
2014-10-28,16825.1895,17006.4492,16825.1895,17005.7500,17005.7500,83870000
2014-10-29,17005.0703,17065.5000,16895.3809,16974.3105,16974.3105,76450000
2014-10-30,16968.1406,17223.9609,16920.7598,17195.4199,17195.4199,80180000
2014-10-31,17208.7793,17395.5391,17208.7793,17390.5195,17390.5195,121610000
2014-11-03,17390.9004,17410.6504,17339.8496,17366.2402,17366.2402,80030000
2014-11-04,17368.8105,17397.2305,17278.3594,17383.8398,17383.8398,81390000
2014-11-05,17385.7598,17486.5898,17385.7598,17484.5293,17484.5293,76030000
2014-11-06,17491.6602,17560.3105,17440.3496,17554.4707,17554.4707,70670000
2014-11-07,17558.5801,17575.3301,17493.3691,17573.9297,17573.9297,82860000
2014-11-10,17568.9805,17621.8691,17547.5098,17613.7402,17613.7402,71430000
2014-11-11,17615.6406,17638.2109,17584.9395,17614.9004,17614.9004,52880000
2014-11-12,17604.7500,17626.7109,17536.1699,17612.1992,17612.1992,75980000
2014-11-13,17618.6895,17705.4805,17583.8809,17652.7891,17652.7891,80540000
2014-11-14,17653.1094,17664.1504,17613.1992,17634.7402,17634.7402,72850000
2014-11-17,17631.8496,17675.0703,17606.8105,17647.7500,17647.7500,70330000
2014-11-18,17643.0898,17735.7109,17642.0293,17687.8203,17687.8203,87420000
2014-11-19,17685.5098,17712.2598,17624.5000,17685.7305,17685.7305,73780000
2014-11-20,17677.3203,17720.4395,17603.8906,17719.0000,17719.0000,77740000
2014-11-21,17721.0195,17894.8301,17721.0195,17810.0605,17810.0605,140940000
2014-11-24,17812.6309,17855.2695,17793.1895,17817.9004,17817.9004,85510000
2014-11-25,17819.0508,17854.7305,17790.8906,17814.9395,17814.9395,88190000
2014-11-26,17812.2500,17833.7598,17791.1602,17827.7500,17827.7500,67450000
2014-11-28,17830.5508,17893.4199,17807.7793,17828.2402,17828.2402,80470000
2014-12-01,17827.2695,17827.2695,17726.5508,17776.8008,17776.8008,86390000
2014-12-02,17778.8496,17897.0508,17778.8496,17879.5508,17879.5508,81970000
2014-12-03,17880.9004,17924.1504,17855.5898,17912.6191,17912.6191,99400000
2014-12-04,17910.0195,17937.9609,17814.8105,17900.0996,17900.0996,76270000
2014-12-05,17903.0508,17991.1895,17903.0508,17958.7891,17958.7891,79110000
2014-12-08,17954.9395,17960.5605,17804.2793,17852.4805,17852.4805,88680000
2014-12-09,17847.3691,17847.3691,17629.5703,17801.1992,17801.1992,100400000
2014-12-10,17797.9902,17797.9902,17508.0996,17533.1504,17533.1504,115100000
2014-12-11,17534.3008,17758.5098,17534.3008,17596.3398,17596.3398,90100000
2014-12-12,17590.0508,17590.0508,17280.8301,17280.8301,17280.8301,121950000
2014-12-15,17285.7402,17403.5391,17115.2793,17180.8398,17180.8398,114050000
2014-12-16,17173.0703,17427.4395,17067.5898,17068.8691,17068.8691,116640000
2014-12-17,17069.1602,17389.3008,17069.1602,17356.8691,17356.8691,118220000
2014-12-18,17367.8496,17778.4004,17367.8496,17778.1504,17778.1504,123940000
2014-12-19,17778.0195,17874.0293,17746.5508,17804.8008,17804.8008,343690000
2014-12-22,17812.2500,17962.7793,17812.2500,17959.4395,17959.4395,98460000
2014-12-23,17971.5098,18069.2207,17970.1602,18024.1699,18024.1699,82890000
2014-12-24,18035.7305,18086.2402,18027.7793,18030.2109,18030.2109,42870000
2014-12-26,18038.3008,18103.4492,18038.3008,18053.7109,18053.7109,52570000
2014-12-29,18046.5801,18073.0391,18021.5703,18038.2305,18038.2305,53870000
2014-12-30,18035.0195,18035.0195,17959.6992,17983.0703,17983.0703,47490000
2014-12-31,17987.6602,18043.2207,17820.8809,17823.0703,17823.0703,82840000
2015-01-02,17823.0703,17951.7793,17731.3008,17832.9902,17832.9902,76270000
2015-01-05,17821.3008,17821.3008,17475.9297,17501.6504,17501.6504,116160000
2015-01-06,17504.1797,17581.0508,17262.3691,17371.6406,17371.6406,101870000
2015-01-07,17374.7793,17597.0801,17374.7793,17584.5195,17584.5195,91030000
2015-01-08,17591.9707,17916.0391,17591.9707,17907.8691,17907.8691,114890000
2015-01-09,17911.0195,17915.3203,17686.0898,17737.3691,17737.3691,93390000
2015-01-12,17742.0508,17793.8809,17571.5801,17640.8398,17640.8398,92500000
2015-01-13,17645.0195,17923.0098,17498.2305,17613.6797,17613.6797,99360000
2015-01-14,17609.0605,17609.0605,17264.9004,17427.0898,17427.0898,109180000
2015-01-15,17436.3008,17517.4102,17298.0391,17320.7109,17320.7109,94520000
2015-01-16,17320.0000,17528.3691,17243.5508,17511.5703,17511.5703,140480000
2015-01-20,17516.9609,17588.6992,17346.7305,17515.2305,17515.2305,119600000
2015-01-21,17509.9609,17599.5801,17396.0391,17554.2793,17554.2793,95530000
2015-01-22,17557.2891,17840.8906,17482.5391,17813.9805,17813.9805,111980000
2015-01-23,17812.5000,17812.5000,17667.5293,17672.5996,17672.5996,97110000
2015-01-26,17668.1094,17696.3594,17567.5996,17678.6992,17678.6992,87220000
2015-01-27,17638.5293,17638.5293,17288.3105,17387.2109,17387.2109,135940000
2015-01-28,17402.9102,17484.4102,17189.0000,17191.3691,17191.3691,115980000
2015-01-29,17195.2891,17433.1309,17136.3008,17416.8496,17416.8496,111690000
2015-01-30,17416.8496,17419.9004,17156.8203,17164.9492,17164.9492,168560000
2015-02-02,17169.9902,17367.6797,17037.7598,17361.0391,17361.0391,108090000
2015-02-03,17369.9707,17670.7598,17369.9707,17666.4004,17666.4004,112860000
2015-02-04,17664.9902,17782.2207,17603.2109,17673.0195,17673.0195,102560000
2015-02-05,17677.2598,17889.5801,17677.2598,17884.8809,17884.8809,79890000
2015-02-06,17881.5391,17951.0898,17764.4004,17824.2891,17824.2891,93610000
2015-02-09,17821.4902,17821.4902,17685.3203,17729.2109,17729.2109,81590000
2015-02-10,17736.1504,17890.3398,17729.2402,17868.7598,17868.7598,89930000
2015-02-11,17867.8594,17897.2109,17759.6504,17862.1406,17862.1406,89890000
2015-02-12,17862.1406,17975.6504,17862.1406,17972.3809,17972.3809,117160000
2015-02-13,17968.6504,18037.4102,17961.7598,18019.3496,18019.3496,85230000
2015-02-17,18019.8008,18052.0098,17951.4102,18047.5801,18047.5801,98760000
2015-02-18,18045.7207,18048.6992,17982.1992,18029.8496,18029.8496,75090000
2015-02-19,18028.6699,18028.6699,17924.5996,17985.7695,17985.7695,79130000
2015-02-20,17985.7695,18144.2891,17878.3691,18140.4395,18140.4395,111390000
2015-02-23,18140.7598,18141.2109,18054.8398,18116.8398,18116.8398,83670000
2015-02-24,18112.5703,18231.0898,18098.7305,18209.1895,18209.1895,79310000
2015-02-25,18208.6699,18244.3809,18182.7598,18224.5703,18224.5703,80480000
2015-02-26,18224.4102,18239.4297,18157.0703,18214.4199,18214.4199,81500000
2015-02-27,18213.2598,18213.2598,18132.3809,18132.6992,18132.6992,101110000
2015-03-02,18134.0508,18288.6309,18122.5898,18288.6309,18288.6309,89790000
2015-03-03,18281.9492,18281.9492,18136.8809,18203.3691,18203.3691,83830000
2015-03-04,18203.3691,18203.3691,18029.5000,18096.9004,18096.9004,80900000
2015-03-05,18096.9004,18160.3496,18087.6504,18135.7207,18135.7207,75840000
2015-03-06,18135.7207,18135.7207,17825.1504,17856.7793,17856.7793,113350000
2015-03-09,17856.5605,18031.0391,17856.5605,17995.7207,17995.7207,85820000
2015-03-10,17989.5605,17989.5605,17662.9395,17662.9395,17662.9395,120450000
2015-03-11,17662.9395,17731.7793,17627.0000,17635.3906,17635.3906,102120000
2015-03-12,17626.8398,17900.0996,17620.4902,17895.2207,17895.2207,111550000
2015-03-13,17889.0508,17889.0508,17629.8906,17749.3105,17749.3105,113620000
2015-03-16,17751.2402,17988.5000,17751.2402,17977.4199,17977.4199,101760000
2015-03-17,17972.2207,17972.2207,17785.7891,17849.0801,17849.0801,82560000
2015-03-18,17846.8008,18097.1191,17697.5195,18076.1895,18076.1895,130950000
2015-03-19,18072.5801,18072.9902,17934.2402,17959.0293,17959.0293,107820000
2015-03-20,17961.1309,18197.2891,17961.1309,18127.6504,18127.6504,333870000
2015-03-23,18136.7305,18205.9297,18116.0391,18116.0391,18116.0391,98030000
2015-03-24,18110.8691,18149.2402,18010.4395,18011.1406,18011.1406,87190000
2015-03-25,18012.6094,18041.9707,17718.5391,17718.5391,17718.5391,106560000
2015-03-26,17716.2695,17759.5098,17579.2695,17678.2305,17678.2305,117740000
2015-03-27,17673.6309,17729.1406,17630.4902,17712.6602,17712.6602,103220000
2015-03-30,17727.4805,18008.6406,17727.4805,17976.3105,17976.3105,104040000
2015-03-31,17965.3691,17965.3691,17773.0195,17776.1191,17776.1191,119470000
2015-04-01,17778.5195,17778.5195,17585.0098,17698.1797,17698.1797,103360000
2015-04-02,17699.5195,17815.0293,17673.4902,17763.2402,17763.2402,87370000
2015-04-06,17755.5000,17941.7891,17646.8008,17880.8496,17880.8496,100850000
2015-04-07,17884.3203,17983.1191,17871.2109,17875.4199,17875.4199,72150000
2015-04-08,17877.6191,17976.1992,17822.2305,17902.5098,17902.5098,76820000
2015-04-09,17902.5098,17984.2207,17823.0996,17958.7305,17958.7305,86740000
2015-04-10,17956.7305,18066.7598,17945.5508,18057.6504,18057.6504,116410000
2015-04-13,18052.3203,18107.5703,17974.8105,17977.0391,17977.0391,120090000
2015-04-14,17979.1094,18075.5996,17905.4805,18036.6992,18036.6992,82830000
2015-04-15,18045.7109,18160.5195,18045.7109,18112.6094,18112.6094,113610000
2015-04-16,18106.2695,18169.2598,18063.8594,18105.7695,18105.7695,89520000
2015-04-17,18102.5605,18102.5605,17748.5293,17826.3008,17826.3008,138860000
2015-04-20,17841.1797,18092.2207,17841.1797,18034.9297,18034.9297,103160000
2015-04-21,18034.2305,18109.6992,17929.6309,17949.5898,17949.5898,95180000
2015-04-22,17950.8203,18056.0195,17887.7598,18038.2695,18038.2695,91260000
2015-04-23,18031.9004,18133.0293,17966.7695,18058.6895,18058.6895,100240000
2015-04-24,18056.4199,18108.8691,18009.0801,18080.1406,18080.1406,119130000
2015-04-27,18097.8906,18175.5605,18024.6602,18037.9707,18037.9707,121110000
2015-04-28,18035.9004,18119.6504,17917.3594,18110.1406,18110.1406,124930000
2015-04-29,18093.6895,18096.4609,17953.6895,18035.5293,18035.5293,102080000
2015-04-30,18033.3301,18033.3301,17774.8906,17840.5195,17840.5195,129180000
2015-05-01,17859.2695,18028.8906,17859.2695,18024.0605,18024.0605,91700000
2015-05-04,18026.0195,18133.7598,18026.0195,18070.4004,18070.4004,86010000
2015-05-05,18062.5293,18086.0098,17905.7109,17928.1992,17928.1992,95340000
2015-05-06,17934.8105,18019.7500,17733.1191,17841.9805,17841.9805,100430000
2015-05-07,17840.2500,17973.0703,17796.9395,17924.0605,17924.0605,80920000
2015-05-08,17933.6406,18205.2305,17933.6406,18191.1094,18191.1094,94960000
2015-05-11,18187.7793,18199.9492,18089.1094,18105.1699,18105.1699,86050000
2015-05-12,18096.1602,18119.1797,17924.8008,18068.2305,18068.2305,89270000
2015-05-13,18070.3691,18132.7891,18039.1992,18060.4902,18060.4902,85180000
2015-05-14,18062.4902,18255.2109,18062.4902,18252.2402,18252.2402,91580000
2015-05-15,18251.9707,18272.7207,18215.0703,18272.5605,18272.5605,108220000
2015-05-18,18267.2500,18325.5391,18244.2598,18298.8809,18298.8809,79080000
2015-05-19,18300.4805,18351.3594,18261.3496,18312.3906,18312.3906,87200000
2015-05-20,18315.0605,18350.1309,18272.5605,18285.4004,18285.4004,80190000
2015-05-21,18285.8691,18314.8906,18249.9004,18285.7402,18285.7402,84270000
2015-05-22,18286.8691,18286.8691,18217.1406,18232.0195,18232.0195,78890000
2015-05-26,18229.7500,18229.7500,17990.0195,18041.5391,18041.5391,109440000
2015-05-27,18045.0801,18190.3496,18045.0801,18162.9902,18162.9902,96400000
2015-05-28,18154.1406,18154.1406,18066.4004,18126.1191,18126.1191,67510000
2015-05-29,18128.1191,18128.1191,17967.7402,18010.6797,18010.6797,139810000
2015-06-01,18017.8203,18105.8301,17982.0605,18040.3691,18040.3691,85640000
2015-06-02,18033.3301,18091.8691,17925.3301,18011.9395,18011.9395,77550000
2015-06-03,18018.4199,18168.0898,18010.4199,18076.2695,18076.2695,73120000
2015-06-04,18072.4707,18087.1504,17876.9492,17905.5801,17905.5801,93470000
2015-06-05,17905.3809,17940.7793,17822.9004,17849.4609,17849.4609,89140000
2015-06-08,17849.4609,17852.3496,17760.6094,17766.5508,17766.5508,86300000
2015-06-09,17766.9492,17817.8301,17714.9707,17764.0391,17764.0391,90550000
2015-06-10,17765.3809,18045.1406,17765.3809,18000.4004,18000.4004,96980000
2015-06-11,18001.2695,18109.7695,18001.2695,18039.3691,18039.3691,89490000
2015-06-12,18035.8301,18035.8301,17857.0703,17898.8398,17898.8398,83760000
2015-06-15,17890.7598,17890.7598,17698.4199,17791.1699,17791.1699,91920000
2015-06-16,17787.4297,17919.6191,17774.1191,17904.4805,17904.4805,77510000
2015-06-17,17909.5801,17998.0000,17839.6504,17935.7402,17935.7402,92410000
2015-06-18,17944.6094,18174.7305,17944.6094,18115.8398,18115.8398,94460000
2015-06-19,18116.2402,18117.7109,18010.5801,18015.9492,18015.9492,258300000
2015-06-22,18027.6309,18181.6699,18027.6309,18119.7793,18119.7793,77780000
2015-06-23,18121.7793,18188.8105,18108.0996,18144.0703,18144.0703,75970000
2015-06-24,18139.0996,18139.0996,17966.0703,17966.0703,17966.0703,104980000
2015-06-25,17977.1094,18036.0996,17890.3594,17890.3594,17890.3594,78990000
2015-06-26,17892.0293,18013.1504,17892.0293,17946.6797,17946.6797,158120000
2015-06-29,17936.7402,17936.7402,17590.5508,17596.3496,17596.3496,116340000
2015-06-30,17599.9609,17714.6602,17576.5000,17619.5098,17619.5098,126460000
2015-07-01,17638.1191,17801.8301,17638.1191,17757.9102,17757.9102,87010000
2015-07-02,17763.3203,17825.4902,17687.5195,17730.1094,17730.1094,83080000
2015-07-06,17728.0801,17734.3594,17564.3594,17683.5801,17683.5801,90130000
2015-07-07,17684.9199,17793.4492,17465.6797,17776.9102,17776.9102,105840000
2015-07-08,17759.0098,17759.0098,17496.2207,17515.4199,17515.4199,69830000
2015-07-09,17530.3809,17764.8496,17530.3809,17548.6191,17548.6191,100520000
2015-07-10,17561.1191,17797.4902,17561.1191,17760.4102,17760.4102,85800000
2015-07-13,17787.2695,17987.5703,17787.2695,17977.6797,17977.6797,86380000
2015-07-14,17974.6094,18072.8203,17956.1699,18053.5801,18053.5801,76740000
2015-07-15,18053.3809,18090.3906,18010.1504,18050.1699,18050.1699,80460000
2015-07-16,18078.1602,18131.6094,18065.3301,18120.2500,18120.2500,85030000
2015-07-17,18117.5801,18121.1191,18032.0605,18086.4492,18086.4492,106510000
2015-07-20,18085.9102,18137.1191,18064.5000,18100.4102,18100.4102,75060000
2015-07-21,18096.6699,18096.6699,17868.3398,17919.2891,17919.2891,100170000
2015-07-22,17918.3496,17919.3496,17807.4102,17851.0391,17851.0391,112370000
2015-07-23,17853.7793,17860.9492,17705.0293,17731.9199,17731.9199,88600000
2015-07-24,17731.0508,17756.5391,17553.7305,17568.5293,17568.5293,103470000
2015-07-27,17561.7793,17561.7793,17399.1699,17440.5898,17440.5898,117860000
2015-07-28,17449.8105,17650.0703,17449.8105,17630.2695,17630.2695,103450000
2015-07-29,17631.4004,17776.7793,17629.1992,17751.3906,17751.3906,93140000
2015-07-30,17743.2402,17761.2500,17640.8496,17745.9805,17745.9805,76650000
2015-07-31,17755.8691,17783.5898,17671.5898,17689.8594,17689.8594,106120000
2015-08-03,17696.7402,17704.7598,17496.6094,17598.1992,17598.1992,87880000
2015-08-04,17596.9297,17635.7793,17505.5000,17550.6895,17550.6895,99060000
2015-08-05,17555.2402,17661.3691,17492.9004,17540.4707,17540.4707,102450000
2015-08-06,17542.6094,17572.0391,17362.8594,17419.7500,17419.7500,96170000
2015-08-07,17414.9395,17414.9395,17279.0801,17373.3809,17373.3809,81800000
2015-08-10,17375.1797,17629.1309,17375.1797,17615.1699,17615.1699,92430000
2015-08-11,17593.5898,17593.5898,17352.6309,17402.8398,17402.8398,103010000
2015-08-12,17382.9297,17423.9004,17125.8105,17402.5098,17402.5098,120400000
2015-08-13,17401.6406,17481.7793,17341.3398,17408.2500,17408.2500,88550000
2015-08-14,17410.1191,17492.9004,17394.0605,17477.4004,17477.4004,82120000
2015-08-17,17472.6602,17551.4004,17341.7207,17545.1797,17545.1797,73380000
2015-08-18,17537.3008,17568.4004,17486.4199,17511.3398,17511.3398,79900000
2015-08-19,17508.7402,17517.1895,17282.4199,17348.7305,17348.7305,104720000
2015-08-20,17345.3203,17345.3203,16990.6895,16990.6895,16990.6895,128530000
2015-08-21,16990.6895,16990.6895,16459.5508,16459.7500,16459.7500,225170000
2015-08-24,16459.7500,16459.7500,15370.3301,15871.3496,15871.3496,293920000
2015-08-25,15882.2695,16312.9404,15651.2402,15666.4404,15666.4404,213220000
2015-08-26,15676.2598,16303.7500,15676.2598,16285.5098,16285.5098,208420000
2015-08-27,16285.5098,16666.6895,16285.5098,16654.7695,16654.7695,171980000
2015-08-28,16649.4199,16669.9707,16535.1797,16643.0098,16643.0098,131790000
2015-08-31,16632.0195,16632.0195,16444.0508,16528.0293,16528.0293,141440000
2015-09-01,16528.0293,16528.0293,15979.9502,16058.3496,16058.3496,171390000
2015-09-02,16058.3496,16352.5801,16058.3496,16351.3799,16351.3799,133480000
2015-09-03,16364.3398,16550.0703,16317.3096,16374.7598,16374.7598,109730000
2015-09-04,16371.7598,16371.7598,16026.6104,16102.3799,16102.3799,127270000
2015-09-08,16109.9297,16503.4102,16109.9297,16492.6797,16492.6797,123870000
2015-09-09,16505.0391,16664.6504,16220.0996,16253.5703,16253.5703,118790000
2015-09-10,16252.5703,16441.9395,16212.0801,16330.4004,16330.4004,122690000
2015-09-11,16330.4004,16434.7598,16244.6504,16433.0898,16433.0898,104630000
2015-09-14,16450.8594,16450.8594,16330.8701,16370.9600,16370.9600,92660000
2015-09-15,16382.5801,16644.1094,16382.5801,16599.8496,16599.8496,93050000
2015-09-16,16599.5098,16755.9805,16593.9004,16739.9492,16739.9492,99620000
2015-09-17,16738.0801,16933.4297,16639.9297,16674.7402,16674.7402,129600000
2015-09-18,16674.7402,16674.7402,16343.7598,16384.5801,16384.5801,341690000
2015-09-21,16406.0996,16578.5996,16391.8809,16510.1895,16510.1895,90730000
2015-09-22,16477.4492,16477.4492,16221.7305,16330.4697,16330.4697,119010000
2015-09-23,16332.8096,16355.2900,16211.9805,16279.8896,16279.8896,86030000
2015-09-24,16257.1104,16257.1104,16016.3604,16201.3203,16201.3203,122220000
2015-09-25,16205.0703,16465.2305,16205.0703,16314.6699,16314.6699,130790000
2015-09-28,16313.2598,16313.2598,15981.8496,16001.8896,16001.8896,139930000
2015-09-29,16001.7598,16118.8896,15942.3701,16049.1299,16049.1299,121160000
2015-09-30,16057.0801,16297.5996,16057.0801,16284.7002,16284.7002,145740000
2015-10-01,16278.6201,16348.8701,16073.8203,16272.0098,16272.0098,111420000
2015-10-02,16258.2500,16472.7695,16013.6602,16472.3691,16472.3691,136870000
2015-10-05,16502.0996,16798.3691,16502.0996,16776.4297,16776.4297,127660000
2015-10-06,16774.0195,16865.0898,16746.0293,16790.1895,16790.1895,120010000
2015-10-07,16805.4199,16963.3008,16765.0000,16912.2891,16912.2891,115690000
2015-10-08,16904.1699,17081.2793,16859.3398,17050.7500,17050.7500,100730000
2015-10-09,17054.6895,17110.8809,17027.2305,17084.4902,17084.4902,103730000
2015-10-12,17082.2891,17139.2109,17064.5801,17131.8594,17131.8594,72500000
2015-10-13,17113.5508,17172.8105,17034.4492,17081.8906,17081.8906,99400000
2015-10-14,17079.0801,17111.3809,16887.6699,16924.7500,16924.7500,120110000
2015-10-15,16944.8594,17144.4199,16933.5703,17141.7500,17141.7500,122960000
2015-10-16,17141.7500,17220.0195,17107.3496,17215.9707,17215.9707,145880000
2015-10-19,17209.4297,17235.9492,17129.1895,17230.5391,17230.5391,118430000
2015-10-20,17228.4707,17264.8809,17147.9902,17217.1094,17217.1094,106670000
2015-10-21,17225.9297,17314.9902,17153.1309,17168.6094,17168.6094,107100000
2015-10-22,17180.8809,17505.1797,17180.8809,17489.1602,17489.1602,152420000
2015-10-23,17525.1094,17679.3691,17525.1094,17646.6992,17646.6992,158090000
2015-10-26,17649.5703,17660.6992,17602.5098,17623.0508,17623.0508,116660000
2015-10-27,17608.8906,17635.1797,17540.5703,17581.4297,17581.4297,113960000
2015-10-28,17586.6895,17779.9492,17556.7109,17779.5195,17779.5195,115630000
2015-10-29,17771.5000,17786.0000,17684.7207,17755.8008,17755.8008,90300000
2015-10-30,17756.5996,17799.9609,17662.8691,17663.5391,17663.5391,149250000
2015-11-02,17672.6191,17845.9004,17655.0195,17828.7598,17828.7598,100840000
2015-11-03,17819.7402,17977.8496,17796.0195,17918.1504,17918.1504,92290000
2015-11-04,17929.5801,17964.1191,17828.8301,17867.5801,17867.5801,99890000
2015-11-05,17871.2500,17929.5098,17779.1895,17863.4297,17863.4297,98910000
2015-11-06,17855.2207,17912.0391,17768.5996,17910.3301,17910.3301,107450000
2015-11-09,17900.7793,17900.7793,17667.7793,17730.4805,17730.4805,121210000
2015-11-10,17724.1309,17768.6602,17657.7207,17758.2109,17758.2109,108640000
2015-11-11,17769.5000,17807.1797,17696.9102,17702.2207,17702.2207,95230000
2015-11-12,17691.9297,17691.9297,17443.5000,17448.0703,17448.0703,113660000
2015-11-13,17439.2500,17439.2500,17238.8906,17245.2402,17245.2402,134640000
2015-11-16,17229.9395,17483.0098,17210.4297,17483.0098,17483.0098,137590000
2015-11-17,17486.9902,17599.3301,17451.4102,17489.5000,17489.5000,167190000
2015-11-18,17485.4902,17752.1602,17485.4902,17737.1602,17737.1602,106810000
2015-11-19,17739.8301,17772.9707,17681.9805,17732.7500,17732.7500,114630000
2015-11-20,17732.7500,17914.3398,17732.7500,17823.8105,17823.8105,153140000
2015-11-23,17823.6094,17868.1797,17751.5293,17792.6797,17792.6797,134680000
2015-11-24,17770.9004,17862.5996,17683.5098,17812.1895,17812.1895,127170000
2015-11-25,17820.8105,17854.9199,17801.8301,17813.3906,17813.3906,82540000
2015-11-27,17806.0391,17830.3594,17749.3203,17813.3906,17813.3906,82540000
2015-11-30,17802.8398,17837.2402,17719.7891,17719.9199,17719.9199,155560000
2015-12-01,17719.7207,17895.5000,17719.7207,17888.3496,17888.3496,103880000
2015-12-02,17883.1406,17901.5801,17708.1992,17729.6797,17729.6797,102860000
2015-12-03,17741.5703,17780.5898,17425.5605,17477.6699,17477.6699,126990000
2015-12-04,17482.6797,17866.4707,17482.6797,17847.6309,17847.6309,137650000
2015-12-07,17845.4902,17845.4902,17639.2500,17730.5098,17730.5098,99670000
2015-12-08,17703.9902,17703.9902,17485.3906,17568.0000,17568.0000,113720000
2015-12-09,17558.1797,17767.6895,17403.5098,17492.3008,17492.3008,122020000
2015-12-10,17493.1699,17697.7402,17474.6602,17574.7500,17574.7500,107310000
2015-12-11,17574.7500,17574.7500,17230.5000,17265.2109,17265.2109,134510000
2015-12-14,17277.1094,17378.0195,17138.4707,17368.5000,17368.5000,142540000
2015-12-15,17374.7793,17627.6309,17341.1797,17524.9102,17524.9102,123430000
2015-12-16,17530.8496,17784.3594,17483.6797,17749.0898,17749.0898,123790000
2015-12-17,17756.5391,17796.7598,17493.5000,17495.8398,17495.8398,115780000
2015-12-18,17495.0391,17496.5801,17124.3105,17128.5508,17128.5508,344560000
2015-12-21,17154.9395,17272.3594,17116.7305,17251.6191,17251.6191,114910000
2015-12-22,17253.5508,17451.1094,17242.8594,17417.2695,17417.2695,91570000
2015-12-23,17427.6309,17607.9199,17427.6309,17602.6094,17602.6094,92820000
